UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type
6388,M06388,M,298.6237144144915,305.6566182016882,1616.4488568858587,40.91110741912986,93.88907578104745,0,No Failure
6389,L06389,L,297.71183973533385,308.3660243684885,1425.0650684390928,42.629364685508655,116.79459722562127,0,No Failure
6390,L06390,L,300.65697041490336,309.5295160083744,1772.9813758355226,37.27766871874212,86.26092554115293,0,No Failure
6391,L06391,L,295.3322819620083,304.807089704732,1625.9969899457299,46.972404869325736,188.3466821354589,0,No Failure
6392,L06392,L,296.9064550472648,307.8123514402853,1813.9637649816013,35.917189848582254,110.81652418235412,0,No Failure
6393,M06393,M,296.39998349047926,307.23221156273763,1563.3587283133909,23.970150374584613,279.10500606916713,1,Tool Wear Failure
6394,M06394,M,297.5424100404569,306.5213654117142,1732.0536210763744,39.400098580762794,130.36225227770228,0,No Failure
6395,H06395,H,298.23494005051447,306.1982040405645,1621.7748484219703,48.15952563634635,61.87281838534504,0,No Failure
6396,L06396,L,298.96002704762276,309.89323850817374,1457.9390327918593,45.07562550463194,25.41489975748103,0,No Failure
6397,L06397,L,297.4060530937898,308.2346188833038,1572.3667563142053,58.259587140149364,1.1422557625884888,0,No Failure
6398,L06398,L,296.3452885296902,305.91783426650795,1389.2662624239126,37.64571753197106,10.233373263221383,0,No Failure
6399,L06399,L,301.4720138995409,312.1349304752535,1909.7321523323048,38.567304153253886,22.714645504517183,1,Heat Dissipation Failure
6400,M06400,M,302.92328038357715,312.2545361621138,1520.7148858298192,37.84390631465878,26.342211595968973,0,No Failure
6401,M06401,M,298.3865733437641,307.1460169962119,1543.499505269294,32.43018006214216,146.33638919343971,0,No Failure
6402,M06402,M,296.5864392659583,306.5923825376399,1608.7244649908898,35.45273159033791,52.687932980255,0,No Failure
6403,L06403,L,301.0509082620846,311.8294573737219,1343.9107033500106,29.812314741493857,42.37494180213843,1,Heat Dissipation Failure
6404,M06404,M,295.20648578734307,305.6703611916717,1775.721839246017,17.300030622241223,5.809165223435475,0,No Failure
6405,L06405,L,297.43045335059037,308.19419737070535,1354.9584115472885,34.38517869489174,83.5510858112702,0,No Failure
6406,M06406,M,296.7077658973074,305.5668975873737,1314.411328168602,40.404179937159014,102.50227781284154,0,No Failure
6407,L06407,L,295.780928899099,308.1537505862364,1508.9422445223474,46.45828682879637,227.07714910366602,1,Tool Wear Failure
6408,L06408,L,297.5399515341565,307.02638025114857,1309.4219586463275,34.430713085483866,75.47553111512865,0,No Failure
6409,L06409,L,296.3716558416521,306.1932823644372,1818.8559381391137,34.54636276314406,0.8370125288605224,0,No Failure
6410,H06410,H,298.12530892829733,306.1473250644705,1497.4349037458283,50.445278103135365,7.290748524720182,0,No Failure
6411,L06411,L,298.154354335345,307.86357160089904,961.2446676372108,26.898200976168717,34.137598037225885,0,No Failure
6412,L06412,L,296.85733655295604,307.6556931582333,1574.65076929982,38.5421660469608,16.186644938733092,0,No Failure
6413,M06413,M,297.3589732868123,308.5027392058513,1638.0436234429294,49.713829169747555,159.00118449195142,0,No Failure
6414,L06414,L,297.6383020641926,309.98121316997276,1463.2371978636338,33.10712386070264,12.325913012565106,0,No Failure
6415,L06415,L,299.7196921222389,310.50004446597706,1295.6883804810152,24.880649880791335,18.930946313749345,0,No Failure
6416,L06416,L,297.80314119787164,308.2185109915712,1520.2770519116968,57.18729032496985,118.68924008965058,0,No Failure
6417,L06417,L,299.74940348157224,309.07996081430076,1452.4302097262266,48.13897432867545,29.586381450710284,0,No Failure
6418,H06418,H,299.27162596710934,308.27901535475985,1363.8799547692747,48.448775981766005,375.44948336340263,1,Tool Wear Failure
6419,M06419,M,299.2430613938015,310.69843416580375,1348.0561649320111,39.279584280899094,214.8276977996814,1,Tool Wear Failure
6420,L06420,L,300.875691940692,312.30229746830037,1566.813069784473,46.55705212012157,147.3865318494181,1,Heat Dissipation Failure
6421,H06421,H,295.8612182405082,304.24569918923504,1700.7118088098653,15.340822715711713,45.39013161186249,0,No Failure
6422,L06422,L,297.1536337873858,308.238277618116,1621.5548101528796,35.810178852095696,6.3132154194897385,0,No Failure
6423,L06423,L,301.62659760059915,312.60217313769294,1228.9699839551035,49.61727051037067,44.288333791693084,1,Heat Dissipation Failure
6424,L06424,L,297.5853669988215,305.9146536713002,1649.1552062168876,26.252831299838405,51.05972622823084,0,No Failure
6425,L06425,L,292.46975262018833,303.2804378273721,1677.3045903564498,36.84547183502357,14.722086993413615,0,No Failure
6426,L06426,L,297.69406331370425,306.11974362448154,1788.6898274270045,43.357029449753696,13.884676938051784,0,No Failure
6427,H06427,H,298.3698790603265,304.7259396088163,1368.4851253327233,32.350760487547646,119.11823911980657,0,No Failure
6428,M06428,M,292.8657737651376,302.6256201445995,1528.6511467619223,40.24353066114597,28.564884866922988,0,No Failure
6429,L06429,L,300.76787127977593,311.1545933376584,1640.557098079477,44.01527866693614,122.38959366313495,1,Heat Dissipation Failure
6430,L06430,L,296.67257507226884,306.49996886494415,1444.2096219235677,43.18066576130919,85.83192217685591,0,No Failure
6431,M06431,M,298.75712623037504,313.057786456157,1637.7574361671504,36.17459141450656,250.2718334595336,0,No Failure
6432,H06432,H,297.6480369093119,308.21631375316434,1534.492079709129,31.904343191370195,172.30174051672168,0,No Failure
6433,M06433,M,295.5232971615919,305.74400989054,1387.0306513736605,44.119624133754925,17.726514089870708,0,No Failure
6434,L06434,L,295.9589837307292,306.6033706857003,1402.309266602785,43.55134841754469,101.7384678764286,0,No Failure
6435,M06435,M,296.22983432714494,305.5678558205448,1762.7975815800817,43.061569322296215,114.34995046852742,0,No Failure
6436,L06436,L,300.2713438183673,311.6655624115076,1360.1421338322766,41.31152052710919,213.93683064495076,1,Tool Wear Failure
6437,L06437,L,297.8049236237997,308.3464265430654,1329.3775490483881,43.561249788156324,110.62574561706954,0,No Failure
6438,L06438,L,297.05626896689654,307.52902652273525,1600.5471304464133,48.913352041229835,16.378601791680463,0,No Failure
6439,L06439,L,296.2307821748196,305.2946018405192,1533.3182997673907,43.260226132275776,32.29325807824784,0,No Failure
6440,L06440,L,300.4923004430523,308.1458049533786,1303.6262870273858,41.1443498711287,109.62041232702461,1,Random Failure
6441,L06441,L,301.0284025450472,310.27632341143124,1445.6679627857482,34.917198714802524,262.4144949770551,1,Tool Wear Failure
6442,L06442,L,300.46948779741336,310.8934385818032,1392.3510809478828,53.987204660657575,239.89738862047523,1,Tool Wear Failure
6443,M06443,M,299.0848746783084,308.41782545869097,1423.7490089579303,28.973343807198415,48.0617555782824,0,No Failure
6444,L06444,L,298.67966008374145,309.1172508343425,1991.5271921474316,38.14818531349749,191.79993795918494,0,No Failure
6445,L06445,L,295.6681243640482,305.3195815487637,1484.5474230919465,35.094536353354876,77.32602482828604,0,No Failure
6446,L06446,L,297.6083617465779,308.2542309735177,1380.7917057099337,21.953782799783472,67.42016903379681,0,No Failure
6447,H06447,H,296.73227959330717,305.2670434044942,1901.306497100377,43.69751432876088,46.672056829607286,0,No Failure
6448,L06448,L,294.44897578203063,304.73831079985825,1698.0640853158966,38.14348015348852,122.45404255742375,0,No Failure
6449,L06449,L,300.21408683833073,309.25265561880366,1668.761223012964,40.487804729059405,98.85080920516698,0,No Failure
6450,L06450,L,296.70834010721546,304.4009156940195,1389.4261930317648,38.38710304121531,50.7023183559115,0,No Failure
6451,M06451,M,300.4918838148706,310.2441526303281,1752.4329660331905,47.68016827985923,155.4133625407546,1,Heat Dissipation Failure
6452,H06452,H,299.86349280152007,312.1679691622471,1685.158033670148,48.95821065191162,51.513913617487056,0,No Failure
6453,L06453,L,299.21343595326687,307.0255713414979,1565.173162023556,29.19038097708986,94.82415642710232,0,No Failure
6454,L06454,L,299.3257681435264,309.50485651911765,1231.066850069006,57.770421986236315,53.80672122864748,0,No Failure
6455,H06455,H,296.8693722358526,308.06573783074896,1535.2283435557254,37.77545470260435,13.423364494466293,0,No Failure
6456,L06456,L,301.8157003025814,315.26574633029804,1848.9765770498525,46.028177356464354,18.98383767316016,0,No Failure
6457,M06457,M,298.1862508619061,307.4468513882361,1578.3146395797478,41.96773499068195,115.48049215408032,0,No Failure
6458,L06458,L,298.70386337023746,307.75586246333097,1471.299551694222,41.22396424925227,180.05661896887776,0,No Failure
6459,L06459,L,296.80184733286677,305.05180903895786,1497.8375983842016,45.721650290408306,68.25409947369172,0,No Failure
6460,L06460,L,296.2376694784461,307.9484439807154,1510.2460613882827,53.3136243901809,42.54259098406991,0,No Failure
6461,L06461,L,299.05459201761886,307.75347052376026,1395.4291714697947,47.917257276709535,44.304043954384845,0,No Failure
6462,M06462,M,298.5350269918776,307.9791323442146,1531.4048020952473,37.743839517312836,98.3260299499447,0,No Failure
6463,H06463,H,296.5212952681949,303.747888452138,1797.482301147517,39.33003861165603,68.09704705899573,0,No Failure
6464,L06464,L,295.2231465624492,306.549104326467,1777.1712597887386,34.55197122211144,0.07980967815030388,0,No Failure
6465,M06465,M,295.5601538253449,307.29754124651197,1403.5475712788952,47.30045729323455,159.41841414496022,0,No Failure
6466,L06466,L,300.4922674341822,311.7609300295588,1767.5684010499394,46.051321734546335,16.580354947847848,0,No Failure
6467,L06467,L,296.87349237069986,304.46550444866926,1675.2726373586381,36.75909017291536,121.32135752438863,0,No Failure
6468,L06468,L,297.4221829086484,308.33290946981737,1652.357599793771,53.39529731001528,45.56742784476642,0,No Failure
6469,H06469,H,301.00068051751816,308.4916749404322,1616.241800378076,50.875794022057086,93.17765810410737,0,No Failure
6470,M06470,M,295.8556988770272,305.9427593301235,1371.9835152848436,58.35035592099956,208.63778659811908,1,Overstrain Failure
6471,M06471,M,296.64601034856594,306.9536267185416,1466.0798314371891,32.295426441100155,18.09628448432984,0,No Failure
6472,M06472,M,296.5624663428786,307.027741170041,1688.1422696796537,39.17110176058771,162.37109168918641,0,No Failure
6473,M06473,M,301.3361369623321,312.1380917612883,1322.4081473432218,38.21080727441602,4.218643469058207,1,Heat Dissipation Failure
6474,H06474,H,302.08676700116484,312.0747165958259,1352.1890236025195,66.1290089866314,274.64226360441467,1,Tool Wear Failure
6475,M06475,M,299.6031264508044,306.65948218171155,1593.7011982605268,40.26813057540738,24.313897920830783,0,No Failure
6476,H06476,H,299.6667694483085,310.4694509615078,1397.2367939438227,52.78376474993023,170.84405030976325,0,No Failure
6477,L06477,L,296.93928999429454,307.08570220598614,1686.5242576185474,50.48663308973756,7.515334788003929,0,No Failure
6478,L06478,L,301.99465697380856,310.6407272867517,1403.5687204432013,39.333077364914324,42.77684517302416,1,Heat Dissipation Failure
6479,L06479,L,298.63539250871736,306.28129637701244,1582.6173599739623,40.7234429177078,108.41969713467259,0,No Failure
6480,L06480,L,299.80622052889953,312.11625380778605,1597.623231541876,45.38214794115258,116.138748211148,0,No Failure
6481,L06481,L,297.88895012245814,309.73590092989417,1452.3604242529823,52.7106970588236,129.60136446061185,0,No Failure
6482,L06482,L,297.5639348253448,308.62287093630596,1495.8313593029313,38.455104813631586,46.66738799868859,0,No Failure
6483,M06483,M,301.4260845191923,310.41163465234024,1416.873941628836,35.09945451297998,118.4370034358666,1,Heat Dissipation Failure
6484,L06484,L,299.1794473594766,305.40395403115934,1535.4641762765539,49.46487546911473,60.425277171792075,0,No Failure
6485,L06485,L,301.00275092214076,312.1497696852936,1366.3694778522347,28.73571954704925,90.12883497815346,1,Heat Dissipation Failure
6486,L06486,L,298.6106563434901,309.16068650427275,1498.7250601565772,42.689819147699524,85.5752316498147,0,No Failure
6487,H06487,H,296.4032669271538,305.8412734635456,1673.004437697682,50.73992414730876,19.881823751295922,0,No Failure
6488,L06488,L,296.93331413424306,308.62052359428986,1334.9805315244216,44.459567885235124,202.4670648652842,1,Tool Wear Failure
6489,L06489,L,298.30593048492926,309.57792678587356,1451.4684544323636,34.51725497768859,217.99453921520046,1,Tool Wear Failure
6490,M06490,M,296.8469995679134,307.11114280025964,1631.7244501103014,30.187699553194776,24.603601852133266,0,No Failure
6491,M06491,M,295.8850771827446,305.9376648095513,1166.2782906446573,52.005121894279704,58.18696769344896,0,No Failure
6492,L06492,L,300.5028340635741,310.5792856399736,1871.5062177264012,38.418612308871715,67.52768625282715,0,No Failure
6493,L06493,L,297.010259858353,308.0301696676051,1726.2147439857463,31.182973323468666,85.98042460684813,0,No Failure
6494,L06494,L,298.37638549558267,307.09017097576816,1262.9764304634484,51.52440873371491,2.4326335904127085,0,No Failure
6495,H06495,H,298.69226717977125,309.3312418624488,1161.5176930722369,48.15599197410313,153.59668881859278,0,No Failure
6496,L06496,L,296.9236937493589,305.54280733265455,1544.110433408997,29.684141087772115,213.86154808879593,1,Tool Wear Failure
6497,L06497,L,301.0015989326175,313.0064316902459,1337.9402156747506,65.23762180093281,16.564734339100937,0,No Failure
6498,L06498,L,295.8657164775908,306.66390933495364,1711.1957469325753,34.780896276888434,245.09847822187035,1,Tool Wear Failure
6499,L06499,L,298.6232505271616,307.59090813470317,1609.4445876702116,47.98697188613737,205.5477594502327,0,No Failure
6500,M06500,M,298.5922354127532,308.71312914879786,1560.9218576292726,59.976245615439055,84.39625888958868,0,No Failure
6501,L06501,L,297.9914907942717,306.71081122422964,1436.553030165268,49.02555450849266,34.69107284940577,0,No Failure
6502,L06502,L,295.50617477345605,307.7623440300072,1825.681369814231,42.754019039623856,25.115372353764773,1,Random Failure
6503,L06503,L,299.84163510372696,312.27594908043375,1673.8939616593982,25.89029898600848,72.53617002858569,0,No Failure
6504,L06504,L,299.5870213406692,310.63135686451346,1646.9476295574018,60.519058539002465,76.42731025858534,0,No Failure
6505,L06505,L,296.7488629428176,309.08384779429946,1753.9700344577004,48.79541126403574,113.95885173147538,0,No Failure
6506,M06506,M,299.51497441441074,309.7426683377195,1356.1182471757284,26.06390695054607,174.70715970839998,0,No Failure
6507,M06507,M,298.8498153726016,309.9950842233638,1769.1534999187088,55.569928497348116,294.3759403160089,1,Overstrain Failure
6508,H06508,H,295.5387757092778,307.3758624921424,1491.355732462179,40.77968777084203,171.82942178543834,0,No Failure
6509,M06509,M,296.3921421708573,306.3835267775834,1598.8170346008192,37.40175167356292,258.91854620910533,0,No Failure
6510,M06510,M,300.37656288977917,310.4832186757552,1510.7461823658223,34.46612681447693,74.72357744202417,1,Heat Dissipation Failure
6511,L06511,L,298.71883237028413,310.11931727242745,1202.098696777216,41.87648265571262,4.283365065943533,0,No Failure
6512,M06512,M,296.9713941083788,307.9411410567728,1710.452543192324,48.22539897614521,5.747939094574628,0,No Failure
6513,M06513,M,296.38304821765473,305.24985713735316,1211.6701402026931,35.23791388471183,33.76522860237936,0,No Failure
6514,M06514,M,297.0692124037692,303.788968346862,1365.5028564177453,41.442008915668026,102.80327790069568,0,No Failure
6515,L06515,L,297.21104094024463,306.94774884634904,1457.6085437642378,73.87472645590404,44.09697919168039,0,No Failure
6516,L06516,L,296.40807393474154,303.26270266590376,1188.5167326005362,44.91272549327948,19.622973506871062,0,No Failure
6517,M06517,M,294.61647177523344,303.1299457710751,1341.458363731295,49.800102803729345,205.24601758808498,1,Tool Wear Failure
6518,M06518,M,300.38002657280157,309.068596137001,1582.6962422775769,30.61605744983057,453.53051267046123,1,Tool Wear Failure
6519,H06519,H,300.04126734522293,309.18830387881275,1476.6454413576782,26.63669239363525,1.8124076774965716,0,No Failure
6520,L06520,L,295.55348909638633,306.78414631263166,1491.4373897410803,54.77139193811251,10.117225527233874,0,No Failure
6521,L06521,L,298.37262259112737,309.92914190222274,1374.7393433377458,51.92531220271136,74.7171610418254,0,No Failure
6522,L06522,L,296.2955235945705,307.05863467428134,1547.0803113497896,57.25716585546664,44.49461787555557,0,No Failure
6523,M06523,M,297.57686555354695,308.52562601763964,1480.4830290822497,39.376428274176924,164.58704289453166,0,No Failure
6524,L06524,L,297.4104668402527,308.3946475248057,1244.5749035974068,52.67550891176661,114.71655320558654,0,No Failure
6525,L06525,L,297.2443315685643,303.4990865817329,1502.7752825459327,14.703991966373433,7.664783412302757,0,No Failure
6526,H06526,H,302.1058941681526,312.12119069116324,1316.1252094335773,45.56597223566793,85.01773106505225,0,No Failure
6527,L06527,L,297.21934863064763,304.5246605488926,1699.7570921713018,50.46927414752476,44.309751531765784,0,No Failure
6528,M06528,M,296.4834723498662,307.2471815633735,1468.6028424685403,33.30773063672033,362.40806316722364,0,No Failure
6529,L06529,L,296.5748371410059,303.4351749200264,1990.90933043003,50.69666383767847,69.64797736247428,0,No Failure
6530,M06530,M,300.18755391280354,309.9168961097775,1712.1656247982964,38.3775025907181,283.65436763108846,1,Tool Wear Failure
6531,L06531,L,294.79579533661416,305.61745000064354,1515.4427368710105,39.375384757512606,3.3090351047789626,0,No Failure
6532,H06532,H,296.57475416712896,304.8981172446545,1642.7005547970487,37.59176154215128,11.772612297524653,0,No Failure
6533,H06533,H,300.9936456802231,312.4362196209929,1164.099005464005,55.935739397346936,52.725450896109216,0,No Failure
6534,L06534,L,298.5879723759953,309.3479056309229,1711.354627658919,35.639990576732814,235.43831515954494,0,No Failure
6535,L06535,L,298.48384401007223,309.0550810538291,1391.7219138596615,34.420653476828775,84.9515129962137,0,No Failure
6536,L06536,L,302.3642929202874,313.4112953015532,1554.8891335420526,31.623419375708956,187.71156428708812,0,No Failure
6537,M06537,M,298.592695905897,308.05389577424705,1408.3372834459929,36.495299834850506,36.009186270084555,0,No Failure
6538,M06538,M,296.68362767728087,306.9115059729161,1427.397615318865,42.11418201525533,12.76713570067855,0,No Failure
6539,L06539,L,297.53584588624733,307.5509232445986,1506.323016266689,46.5367323536004,30.500755060478525,0,No Failure
6540,M06540,M,295.8291353819389,305.8103119650147,1552.5761165586866,32.6596892288239,111.9411936890802,0,No Failure
6541,L06541,L,300.61187408003144,309.6038274650608,1533.9739825744798,43.887851981621104,221.52759555923114,1,Tool Wear Failure
6542,M06542,M,299.24912343507344,307.3853252629894,1538.4441568920515,46.27134961236642,65.55257117608167,0,No Failure
6543,H06543,H,300.34882829994183,309.8435407760076,1247.3150905485772,30.87022961632024,23.241021161884117,0,No Failure
6544,L06544,L,300.52596785709875,309.9380459963073,1956.9364940445548,40.799472338473,109.62431402078346,0,No Failure
6545,L06545,L,297.27157843814496,306.16648195686963,1580.3940730018942,39.324060726526334,23.68638080695352,0,No Failure
6546,L06546,L,296.21049429598224,307.48857496869726,1617.2558250727377,40.90628143662715,91.22105187840872,0,No Failure
6547,L06547,L,297.99657377738396,306.23826385060056,1477.8395938344456,34.88600451329668,11.654293141723974,0,No Failure
6548,L06548,L,296.35447785842297,306.0972141200861,1382.0640632658183,38.81906774340561,180.0061018903145,0,No Failure
6549,L06549,L,298.42991375081806,310.17942331815993,1565.8807065629524,40.47977626838936,176.64595944211095,0,No Failure
6550,L06550,L,300.3641937616694,311.72788779056873,1590.6673500779361,58.7545579978067,84.16028136737735,0,No Failure
6551,L06551,L,297.7637207079017,309.5881615355476,1772.2143317276336,40.616049444469624,4.204511894320581,0,No Failure
6552,L06552,L,298.3999901798155,307.5138193137542,1911.3168506542033,53.51398956522751,35.50625523458442,0,No Failure
6553,L06553,L,297.91230876755327,309.0887409561448,1803.6301170354454,54.268686543347314,16.07369581796167,0,No Failure
6554,L06554,L,299.70545514487543,308.11099954940823,1222.0613640308013,27.01988184314201,80.04904707963266,0,No Failure
6555,M06555,M,296.76443521142346,306.35062427769867,1456.247027352804,37.266843663499095,11.587252741823164,0,No Failure
6556,M06556,M,293.7071074767138,303.43447376054354,1599.012009607818,54.28924789904349,220.11687770987757,1,Tool Wear Failure
6557,L06557,L,299.04173771875077,308.17797740045376,1467.0287825224505,41.97565137381729,205.00731082422772,1,Tool Wear Failure
6558,L06558,L,300.075668842616,309.5329478604892,1530.9418517574895,39.00965276401161,18.32965130341255,0,No Failure
6559,M06559,M,298.9927484895171,308.25268459827106,1154.1770714340926,47.64779862736955,128.20425891128608,0,No Failure
6560,H06560,H,296.819539009064,305.34594829241144,1702.7183910763065,50.813226325170056,128.7775263344357,0,No Failure
6561,L06561,L,295.82997580362786,307.11459606263656,1202.5308756820018,39.8771697683899,54.58653307598514,0,No Failure
6562,L06562,L,299.0889950635607,308.81532005924925,1256.8526283203832,37.395805731199225,17.933779318597853,0,No Failure
6563,L06563,L,298.3829579058694,308.6851127217453,1356.8695283765078,16.605213959953918,15.302269008631779,0,No Failure
6564,L06564,L,297.84841474468334,308.09408005147264,1521.3121620892543,40.639123372984976,145.26649137136974,0,No Failure
6565,L06565,L,301.7449266859876,311.82701632365263,1247.8453438164306,36.36987721740316,26.858394593955957,0,No Failure
6566,L06566,L,296.20639981163737,306.345606630722,1348.671672432176,30.134921513080233,99.89596283509952,0,No Failure
6567,M06567,M,301.65007404225497,311.19194821220844,1744.8058460861014,38.12280821763329,216.97550032122365,1,Tool Wear Failure
6568,L06568,L,298.1635678097413,310.29116311251363,1518.6537887025413,36.00840354205057,97.11213587565311,0,No Failure
6569,L06569,L,294.42885904625825,305.5699761887113,1616.5349732805626,41.85657478788189,394.00682791829377,1,Tool Wear Failure
6570,L06570,L,297.74159469136174,307.76916774051824,1317.1416687840208,37.388340741424706,112.00164542531492,0,No Failure
6571,L06571,L,300.0189921531989,309.3484104992498,1529.1472007968887,44.6265638297819,40.7977789018791,0,No Failure
6572,L06572,L,297.3698899343901,307.1916586702965,1514.4391174883715,41.90383939082752,206.6802100026468,0,No Failure
6573,L06573,L,295.1504429175232,305.7768751920808,1396.2080045664843,52.86728699641385,40.2177780259665,0,No Failure
6574,M06574,M,297.7709709364077,310.0208810752122,1529.6418752316679,34.84304995045632,384.5149598975039,0,No Failure
6575,L06575,L,296.3856552522166,304.32608393521906,1199.5419349968506,57.915094864891884,70.15402523096063,0,No Failure
6576,M06576,M,299.08362880217595,310.07329094013863,1617.4425478594683,50.810394573039176,330.79085793861685,1,Tool Wear Failure
6577,H06577,H,299.64679963213524,311.3368850873032,1467.1709557427214,54.99283926888355,21.9076583814276,0,No Failure
6578,L06578,L,295.9874591845038,303.7573814796459,1492.6805630460503,42.69009750408388,1.2381083391388463,0,No Failure
6579,L06579,L,296.6883918897687,306.4166655746718,1691.5216083195392,37.36527478684625,23.578487269537398,0,No Failure
6580,L06580,L,299.6132849302139,308.0165079705894,1616.263602508221,34.8066630665414,11.183317128766934,0,No Failure
6581,M06581,M,296.3823114434021,307.02810586091766,1481.7217834013427,57.64132570794375,143.0021146919092,0,No Failure
6582,H06582,H,295.93568372834403,305.3981573298107,1338.5961249802124,51.1037148486606,33.18481596902677,0,No Failure
6583,M06583,M,295.7426177364075,305.5474091360873,1777.028989878415,30.119080291711356,110.18070665692265,0,No Failure
6584,L06584,L,298.8040772259163,308.18749351499855,1298.5161250543658,49.91682467342498,119.2969412206554,0,No Failure
6585,M06585,M,298.71831543903494,309.79856058818734,1651.6454856363864,31.94116006518137,125.87818478231894,0,No Failure
6586,L06586,L,296.7319079392419,307.07545738013914,1252.3872658037985,43.403178839935606,193.04110471154695,0,No Failure
6587,L06587,L,298.1101707922565,308.456560938316,1703.374683253921,48.40454796821594,17.420726928472224,0,No Failure
6588,L06588,L,301.15426476831027,311.39519750593246,1720.0007329220239,54.70602186689253,5.5924417303829586,0,No Failure
6589,L06589,L,296.15187968616357,307.01061600684176,1195.8688758163075,42.53831789504918,3.256768626345698,0,No Failure
6590,M06590,M,294.19651478197915,303.80355699969465,1619.3657749469467,38.83405906576028,11.83469645624727,0,No Failure
6591,L06591,L,299.01015115144077,311.56131333275215,1604.514104041549,40.60999809102736,51.48608522210935,0,No Failure
6592,L06592,L,297.8791976721968,306.02700554536904,1664.8567403302045,50.80645922907954,369.65216004337367,1,Tool Wear Failure
6593,L06593,L,296.6799498263698,304.09107215411535,1604.2875813107844,48.03016550460461,47.06175114465249,0,No Failure
6594,M06594,M,299.40416047470984,306.691139621797,1366.2567962827131,40.00715250218312,65.14188361748162,0,No Failure
6595,M06595,M,299.7784502893376,306.65906811039895,1499.850128932652,21.59240182674713,181.8875289828204,0,No Failure
6596,L06596,L,293.68344396023986,304.6931986824702,1837.2711239826106,15.898293049251773,270.90241287995536,1,Tool Wear Failure
6597,L06597,L,296.79480418133704,307.621855730261,1340.1690437622415,42.41660009870474,384.02648365957134,1,Tool Wear Failure
6598,L06598,L,302.73503246239375,314.5466972000571,1596.6884319323651,28.39294083613436,189.14003207348313,1,Heat Dissipation Failure
6599,H06599,H,299.2668098315964,307.6818525095381,1745.2198196001405,34.89742612044571,75.40473604187893,0,No Failure
6600,L06600,L,299.4522072765943,310.5703994587126,1361.1580213712864,37.907386479987835,28.153986189696173,0,No Failure
6601,L06601,L,300.445788557263,310.5310246504869,1284.7701541721347,60.87255996548834,98.51937481697398,1,Heat Dissipation Failure
6602,L06602,L,298.13413765039945,308.38401739913326,1311.7878515763532,41.390053854623226,23.6676992231781,0,No Failure
6603,L06603,L,299.69336832018325,310.6318026632077,1609.6183651306485,47.3481686579098,6.192456280113971,0,No Failure
6604,M06604,M,299.5361240876744,308.40170146108073,1310.263543502589,45.20033698471756,271.9100089918216,0,No Failure
6605,L06605,L,299.17808299350554,313.05895669661226,1514.5299447146685,16.0237812009251,71.6235791269262,0,No Failure
6606,L06606,L,297.4559760587652,309.4537965151782,1784.6689613571673,36.18707435035283,76.65461369935872,0,No Failure
6607,L06607,L,298.44411784473255,307.6465589137395,1529.6004532935324,28.00629855188436,101.4776688504288,0,No Failure
6608,L06608,L,296.92327687138646,305.28716978480145,1399.3381670827678,57.39021486384436,64.8433403228937,0,No Failure
6609,H06609,H,298.125628609133,307.99377236642596,1561.28595431751,22.031435870236198,63.478242220417435,0,No Failure
6610,L06610,L,295.7630182158015,306.0364058811745,1526.486957265549,35.97438480703201,266.4160312279152,1,Tool Wear Failure
6611,M06611,M,296.5187520174541,308.1171749070166,1619.9615146374213,37.57054792943296,183.14553892337634,0,No Failure
6612,M06612,M,297.53537591615014,305.78229454879767,1829.1126184997202,30.341178018869783,25.812971193696598,0,No Failure
6613,L06613,L,296.21258913713984,306.6408195519386,1609.9406563894697,41.181197718706784,37.25969237067841,0,No Failure
6614,L06614,L,297.08996545850965,304.7964429218875,1903.4572043596265,39.74848810735419,116.7094045518964,0,No Failure
6615,L06615,L,297.772148046489,308.4266844366057,1620.4356312935233,41.7955651081136,91.42336581798033,0,No Failure
6616,M06616,M,298.90452468932875,308.74326835864167,1401.2174992174478,45.179838283862246,156.93646262013655,0,No Failure
6617,L06617,L,299.9985146037058,312.9035342471345,1949.092726865188,42.531084042464926,140.4651744717872,0,No Failure
6618,L06618,L,297.17243125724383,304.8534274409143,1516.4201294900026,43.963348183896265,133.15074301123545,0,No Failure
6619,L06619,L,300.7702092345373,312.82612180677245,1349.6578228219428,51.25874997637653,229.1847599872615,0,No Failure
6620,M06620,M,299.977222157251,307.42147515450165,1955.4445493888472,23.72284146738585,157.1184660904558,0,No Failure
6621,L06621,L,299.1081876638879,307.1173722522782,1407.35214230784,47.14866595127941,30.044568116120054,0,No Failure
6622,L06622,L,298.40729825859324,305.891656420885,1400.310574835964,29.744346512737177,222.72700852519034,1,Tool Wear Failure
6623,L06623,L,298.7382416837371,309.1137705964137,1439.9213379076375,33.76528210119509,44.14703765942082,0,No Failure
6624,L06624,L,300.4741023013328,308.7135540852022,1568.3175159086713,41.37722336622663,261.1368767202516,0,No Failure
6625,M06625,M,300.5471593195186,308.5246620615978,1705.7034485625854,44.270870533643425,187.7910860160296,0,No Failure
6626,L06626,L,300.7698934567673,311.0740448592024,1063.871663665708,45.444668781275944,8.313112288587433,0,No Failure
6627,M06627,M,298.182653663754,308.86031674256606,1704.9215370163522,30.747135202893432,159.3280171544796,0,No Failure
6628,M06628,M,299.2099343299972,309.26970828622274,1439.3719458022972,56.43300175679275,74.88454689273175,0,No Failure
